lineup,team,opponent,month,dayofmonth,minutes,points
S. Hill | I. Mahinmi | A. Price | D. Rudez | S. Whittington,IND,DEN,11,14,5.1,37.6470588235
R. Hibbert | G. Hill | C. Miles | R. Stuckey | D. West,IND,DET,4,10,3.6,53.3333333333
P. George | R. Hibbert | G. Hill | C. Miles | D. West,IND,OKC,4,12,1.8,106.666666667
L. Allen | I. Mahinmi | D. Rudez | R. Stuckey | C. Watson,IND,NYK,1,29,3.2,60.0
R. Hibbert | C. Miles | R. Stuckey | C. Watson | D. West,IND,CHI,3,6,0.7,274.285714286
I. Mahinmi | C. Miles | L. Scola | R. Stuckey | C. Watson,IND,MIL,3,12,3.0,64.0
S. Hill | I. Mahinmi | D. Rudez | L. Scola | D. Sloan,IND,HOU,1,19,2.6,73.8461538462
G. Hill | S. Hill | I. Mahinmi | R. Stuckey | D. West,IND,ORL,1,25,0.9,213.333333333
R. Hibbert | G. Hill | C. Miles | R. Stuckey | D. West,IND,CHO,4,3,1.0,192.0
C. Copeland | S. Hill | C. Miles | D. Sloan | S. Whittington,IND,ATL,12,8,2.7,71.1111111111
R. Hibbert | G. Hill | S. Hill | L. Scola | R. Stuckey,IND,CHI,3,6,1.2,160.0
R. Hibbert | S. Hill | D. Rudez | R. Stuckey | D. West,IND,POR,12,4,4.3,44.6511627907
C. Copeland | R. Hibbert | S. Hill | L. Scola | D. Sloan,IND,PHO,12,2,1.9,101.052631579
R. Hibbert | G. Hill | L. Scola | R. Stuckey | C. Watson,IND,DET,12,26,2.2,87.2727272727
C. Copeland | R. Hibbert | G. Hill | R. Stuckey | D. West,IND,BRK,12,27,5.0,38.4
L. Allen | C. Copeland | C. Miles | L. Scola | C. Watson,IND,MIA,12,31,9.1,21.0989010989
L. Allen | C. Copeland | C. Miles | C. Watson | D. West,IND,ORL,11,28,7.0,27.4285714286
G. Hill | I. Mahinmi | D. Sloan | R. Stuckey | D. West,IND,MIA,1,23,3.2,60.0
L. Allen | S. Hill | C. Miles | D. Sloan | D. West,IND,BOS,1,9,2.7,71.1111111111
L. Allen | S. Hill | C. Miles | L. Scola | C. Watson,IND,ORL,11,28,2.0,96.0
R. Hibbert | G. Hill | S. Hill | C. Miles | D. West,IND,CHI,3,18,15.2,12.6315789474
I. Mahinmi | C. Miles | D. Rudez | L. Scola | D. Sloan,IND,HOU,1,19,9.9,19.3939393939
C. Copeland | I. Mahinmi | L. Scola | D. Sloan | R. Stuckey,IND,CHO,11,19,4.3,33.488372093
S. Hill | L. Scola | R. Stuckey | C. Watson | S. Whittington,IND,SAS,2,9,0.9,160.0
S. Hill | I. Mahinmi | L. Scola | D. Sloan | R. Stuckey,IND,DAL,11,24,17.4,8.27586206897
R. Hibbert | S. Hill | D. Sloan | R. Stuckey | D. West,IND,MIA,4,5,0.5,288.0
R. Hibbert | G. Hill | C. Miles | L. Scola | R. Stuckey,IND,CLE,2,27,3.9,36.9230769231
R. Hibbert | S. Hill | D. Rudez | L. Scola | D. Sloan,IND,CHI,11,15,4.6,31.3043478261
R. Hibbert | S. Hill | C. Miles | D. Sloan | D. West,IND,DET,1,16,2.0,72.0
I. Mahinmi | C. Miles | D. Rudez | D. Sloan | D. West,IND,ATL,1,21,0.6,240.0
L. Allen | G. Hill | S. Hill | R. Stuckey | D. West,IND,TOR,1,27,2.9,49.6551724138
L. Allen | G. Hill | I. Mahinmi | D. Rudez | C. Watson,IND,WAS,3,25,4.6,31.3043478261
R. Hibbert | G. Hill | S. Hill | R. Stuckey | D. West,IND,NYK,1,29,0.7,205.714285714
S. Hill | I. Mahinmi | L. Scola | R. Stuckey | C. Watson,IND,CHO,4,3,6.1,23.606557377
G. Hill | C. Miles | D. Rudez | R. Stuckey | D. West,IND,BOS,3,14,0.4,360.0
I. Mahinmi | D. Rudez | L. Scola | R. Stuckey | C. Watson,IND,NOP,2,11,3.3,43.6363636364
P. George | G. Hill | I. Mahinmi | R. Stuckey | D. West,IND,DET,4,10,3.3,43.6363636364
G. Hill | I. Mahinmi | D. Rudez | R. Stuckey | D. West,IND,TOR,1,27,3.8,37.8947368421
L. Allen | R. Hibbert | S. Hill | D. Rudez | R. Stuckey,IND,SAC,12,5,2.0,72.0
I. Mahinmi | D. Rudez | L. Scola | R. Stuckey | C. Watson,IND,ORL,1,25,8.6,16.7441860465
R. Hibbert | S. Hill | C. Miles | C. Watson | D. West,IND,SAS,2,9,2.4,60.0
C. Copeland | I. Mahinmi | D. Rudez | R. Stuckey | C. Watson,IND,NYK,1,29,4.1,35.1219512195
L. Allen | G. Hill | C. Miles | L. Scola | R. Stuckey,IND,NOP,12,23,5.9,24.406779661
L. Allen | R. Hibbert | S. Hill | C. Miles | D. Sloan,IND,PHI,10,29,2.1,68.5714285714
R. Hibbert | S. Hill | R. Stuckey | C. Watson | D. West,IND,NYK,1,29,13.0,11.0769230769
G. Hill | S. Hill | I. Mahinmi | C. Miles | D. West,IND,NYK,1,29,3.9,36.9230769231
L. Allen | D. Rudez | L. Scola | D. Sloan | R. Stuckey,IND,POR,12,13,5.4,26.6666666667
C. Copeland | L. Scola | D. Sloan | C. Watson | S. Whittington,IND,DET,12,26,1.4,102.857142857
R. Hibbert | S. Hill | D. Sloan | R. Stuckey | D. West,IND,LAL,1,4,10.3,13.9805825243
L. Allen | G. Hill | C. Miles | L. Scola | C. Watson,IND,CHO,4,3,5.1,28.2352941176
S. Hill | I. Mahinmi | L. Scola | R. Stuckey | C. Watson,IND,MIN,1,13,0.4,360.0
C. Copeland | R. Hibbert | S. Hill | L. Scola | D. Sloan,IND,ATL,11,1,7.8,18.4615384615
L. Allen | C. Copeland | R. Hibbert | A. Price | D. Rudez,IND,MIA,11,12,0.7,205.714285714
R. Hibbert | S. Hill | R. Stuckey | C. Watson | D. West,IND,PHI,1,10,16.7,8.62275449102
L. Allen | D. Rudez | L. Scola | R. Stuckey | C. Watson,IND,MIL,3,12,10.9,13.2110091743
R. Hibbert | S. Hill | L. Scola | R. Stuckey | C. Watson,IND,SAC,1,31,1.5,96.0
I. Mahinmi | C. Miles | L. Scola | R. Stuckey | C. Watson,IND,CHO,4,3,1.0,144.0
S. Hill | I. Mahinmi | D. Rudez | D. Sloan | D. West,IND,CHO,1,17,1.9,75.7894736842
C. Copeland | R. Hibbert | S. Hill | L. Scola | C. Watson,IND,BRK,12,27,4.2,34.2857142857
R. Hibbert | G. Hill | S. Hill | R. Stuckey | D. West,IND,ORL,3,10,0.8,180.0
L. Allen | S. Hill | I. Mahinmi | A. Price | D. Rudez,IND,DEN,11,14,9.8,14.693877551
L. Allen | C. Copeland | R. Hibbert | S. Hill | C. Miles,IND,ATL,11,1,0.9,160.0
R. Hibbert | G. Hill | C. Miles | R. Stuckey | D. West,IND,MIA,12,31,5.1,28.2352941176
P. George | G. Hill | S. Hill | R. Stuckey | D. West,IND,DET,4,10,0.5,288.0
L. Allen | C. Copeland | S. Hill | A. Price | D. Rudez,IND,WAS,11,8,1.6,90.0
L. Allen | G. Hill | S. Hill | I. Mahinmi | C. Watson,IND,MIL,3,26,1.0,144.0
G. Hill | I. Mahinmi | D. Rudez | R. Stuckey | D. West,IND,ORL,3,10,1.8,80.0
L. Allen | C. Copeland | S. Hill | C. Watson | D. West,IND,PHI,1,10,1.6,90.0
G. Hill | S. Hill | I. Mahinmi | L. Scola | R. Stuckey,IND,MIL,3,12,1.5,96.0
R. Hibbert | G. Hill | C. Miles | L. Scola | C. Watson,IND,MIL,3,26,5.8,24.8275862069
C. Miles | L. Scola | R. Stuckey | C. Watson | D. West,IND,MIN,12,21,0.2,720.0
L. Allen | S. Hill | D. Sloan | R. Stuckey | D. West,IND,LAL,12,15,2.0,72.0
R. Hibbert | D. Rudez | L. Scola | R. Stuckey | C. Watson,IND,NOP,2,11,1.3,110.769230769
L. Allen | G. Hill | S. Hill | C. Miles | L. Scola,IND,NOP,12,23,5.5,26.1818181818
G. Hill | I. Mahinmi | L. Scola | R. Stuckey | C. Watson,IND,BOS,4,1,1.2,120.0
L. Allen | C. Copeland | G. Hill | C. Watson | D. West,IND,BRK,12,27,4.8,30.0
C. Copeland | R. Hibbert | C. Miles | L. Scola | D. Sloan,IND,WAS,11,5,3.9,36.9230769231
L. Allen | C. Copeland | D. Rudez | D. Sloan | S. Whittington,IND,ORL,3,10,5.3,27.1698113208
L. Allen | C. Miles | R. Stuckey | C. Watson | D. West,IND,NOP,12,23,2.1,68.5714285714
R. Hibbert | G. Hill | C. Miles | L. Scola | C. Watson,IND,HOU,3,23,3.2,45.0
L. Allen | S. Hill | R. Stuckey | C. Watson | D. West,IND,PHI,1,10,5.9,24.406779661
G. Hill | S. Hill | D. Rudez | C. Watson | D. West,IND,BRK,3,31,0.3,480.0
L. Allen | G. Hill | S. Hill | C. Miles | D. West,IND,NYK,3,4,1.3,110.769230769
L. Allen | S. Hill | C. Miles | D. Sloan | D. West,IND,LAL,12,15,0.8,180.0
R. Hibbert | S. Hill | R. Stuckey | C. Watson | D. West,IND,TOR,3,16,0.7,205.714285714
P. George | G. Hill | I. Mahinmi | R. Stuckey | D. West,IND,WAS,4,14,2.6,55.3846153846
G. Hill | I. Mahinmi | C. Miles | C. Watson | D. West,IND,DAL,3,29,0.5,288.0
C. Copeland | I. Mahinmi | D. Rudez | L. Scola | D. Sloan,IND,SAS,11,26,0.3,480.0
L. Allen | C. Miles | L. Scola | D. Sloan | R. Stuckey,IND,ORL,11,28,2.5,57.6
R. Hibbert | G. Hill | C. Miles | C. Watson | D. West,IND,HOU,3,23,8.1,17.7777777778
R. Hibbert | S. Hill | D. Rudez | L. Scola | C. Watson,IND,DET,2,4,6.6,21.8181818182
R. Hibbert | S. Hill | D. Sloan | R. Stuckey | D. West,IND,MIL,1,2,10.9,8.80733944954
G. Hill | I. Mahinmi | C. Miles | D. Rudez | D. West,IND,NYK,1,29,1.2,80.0
R. Hibbert | G. Hill | D. Rudez | C. Watson | D. West,IND,BRK,3,31,1.2,80.0
R. Hibbert | G. Hill | D. Rudez | L. Scola | C. Watson,IND,NOP,2,11,3.8,25.2631578947
C. Copeland | R. Hibbert | D. Rudez | D. Sloan | R. Stuckey,IND,MEM,10,31,0.3,320.0
G. Hill | I. Mahinmi | D. Rudez | L. Scola | R. Stuckey,IND,CLE,3,20,1.5,64.0
L. Allen | S. Hill | I. Mahinmi | C. Miles | C. Watson,IND,MIL,3,26,4.0,24.0
R. Hibbert | C. Miles | L. Scola | D. Sloan | R. Stuckey,IND,LAC,12,17,2.4,40.0
C. Copeland | C. Miles | D. Rudez | C. Watson | D. West,IND,MIN,1,13,0.1,960.0
C. Copeland | R. Hibbert | C. Miles | L. Scola | C. Watson,IND,PHO,12,2,1.6,60.0
I. Mahinmi | D. Rudez | L. Scola | R. Stuckey | C. Watson,IND,NYK,3,7,7.9,12.1518987342
S. Hill | C. Miles | L. Scola | R. Stuckey | D. West,IND,MIL,1,2,0.1,960.0
G. Hill | C. Miles | D. Rudez | C. Watson | D. West,IND,WAS,3,25,0.2,480.0
C. Copeland | S. Hill | L. Scola | D. Sloan | R. Stuckey,IND,CHO,11,19,0.3,320.0
R. Hibbert | G. Hill | C. Miles | R. Stuckey | D. West,IND,BOS,3,14,2.5,38.4
S. Hill | I. Mahinmi | D. Rudez | C. Watson | S. Whittington,IND,CLE,11,29,4.0,24.0
R. Hibbert | G. Hill | S. Hill | L. Scola | R. Stuckey,IND,TOR,3,16,2.4,40.0
L. Allen | G. Hill | D. Rudez | L. Scola | C. Watson,IND,BOS,4,1,0.5,192.0
R. Hibbert | G. Hill | S. Hill | L. Scola | R. Stuckey,IND,CHI,3,18,0.7,137.142857143
R. Hibbert | S. Hill | C. Miles | D. Sloan | R. Stuckey,IND,PHI,10,29,2.4,40.0
L. Allen | G. Hill | I. Mahinmi | C. Miles | R. Stuckey,IND,OKC,4,12,2.6,36.9230769231
C. Copeland | R. Hibbert | S. Hill | L. Scola | D. Sloan,IND,MIA,11,12,16.3,5.88957055215
R. Hibbert | S. Hill | D. Rudez | L. Scola | D. Sloan,IND,CHO,11,19,0.9,106.666666667
D. Rudez | L. Scola | R. Stuckey | C. Watson | S. Whittington,IND,SAS,2,9,2.5,38.4
R. Hibbert | S. Hill | C. Miles | C. Watson | D. West,IND,MIN,1,13,17.5,5.48571428571
R. Hibbert | G. Hill | C. Miles | R. Stuckey | D. West,IND,OKC,2,24,2.4,40.0
S. Hill | C. Miles | C. Watson | D. West | S. Whittington,IND,ATL,1,21,1.2,80.0
C. Copeland | S. Hill | I. Mahinmi | C. Watson | D. West,IND,POR,12,4,0.6,160.0
L. Allen | S. Hill | R. Stuckey | C. Watson | D. West,IND,ORL,11,28,2.3,41.7391304348
L. Allen | C. Miles | D. Rudez | L. Scola | D. Sloan,IND,MIN,12,21,3.3,29.0909090909
R. Hibbert | G. Hill | S. Hill | C. Miles | D. West,IND,MIA,12,31,7.7,12.4675324675
R. Hibbert | C. Miles | D. Rudez | L. Scola | D. Sloan,IND,MIL,11,4,2.1,45.7142857143
R. Hibbert | S. Hill | L. Scola | D. Sloan | R. Stuckey,IND,UTA,1,5,2.1,45.7142857143
G. Hill | C. Miles | L. Scola | R. Stuckey | D. West,IND,DAL,3,29,2.3,41.7391304348
G. Hill | S. Hill | I. Mahinmi | R. Stuckey | D. West,IND,MIL,3,12,4.5,21.3333333333
P. George | G. Hill | I. Mahinmi | R. Stuckey | D. West,IND,MIA,4,5,4.7,20.4255319149
R. Hibbert | S. Hill | L. Scola | R. Stuckey | C. Watson,IND,PHO,12,2,1.3,73.8461538462
R. Hibbert | G. Hill | C. Miles | D. Rudez | D. West,IND,DET,2,4,9.0,10.6666666667
L. Allen | G. Hill | D. Rudez | L. Scola | R. Stuckey,IND,MIL,3,12,0.6,160.0
L. Allen | C. Miles | D. Rudez | R. Stuckey | D. West,IND,DEN,12,20,1.9,50.5263157895
S. Hill | I. Mahinmi | D. Rudez | L. Scola | D. Sloan,IND,MIA,4,5,1.2,80.0
L. Allen | C. Copeland | C. Miles | R. Stuckey | D. West,IND,MIL,1,2,2.9,33.1034482759
S. Hill | I. Mahinmi | D. Rudez | L. Scola | D. Sloan,IND,PHO,11,22,1.5,64.0
R. Hibbert | S. Hill | C. Miles | L. Scola | R. Stuckey,IND,LAC,12,10,0.4,240.0
L. Allen | I. Mahinmi | C. Miles | D. Rudez | D. Sloan,IND,MIL,11,4,1.5,64.0
L. Allen | C. Copeland | S. Hill | L. Scola | D. Sloan,IND,TOR,12,12,3.5,27.4285714286
I. Mahinmi | C. Miles | L. Scola | D. Sloan | R. Stuckey,IND,OKC,4,12,4.1,23.4146341463
R. Hibbert | S. Hill | C. Miles | C. Watson | D. West,IND,UTA,1,5,9.7,9.89690721649
I. Mahinmi | D. Rudez | L. Scola | R. Stuckey | C. Watson,IND,BRK,3,31,3.2,30.0
R. Hibbert | G. Hill | C. Miles | L. Scola | R. Stuckey,IND,SAS,2,9,1.3,73.8461538462
I. Mahinmi | A. Price | D. Rudez | D. Sloan | S. Whittington,IND,DEN,11,14,3.1,30.9677419355
L. Allen | C. Copeland | R. Hibbert | D. Rudez | D. Sloan,IND,MEM,10,31,1.9,50.5263157895
R. Hibbert | S. Hill | L. Scola | R. Stuckey | C. Watson,IND,PHI,1,10,1.0,96.0
G. Hill | C. Miles | D. Rudez | L. Scola | R. Stuckey,IND,MIL,3,12,0.2,480.0
L. Allen | D. Rudez | L. Scola | R. Stuckey | C. Watson,IND,BOS,4,1,4.3,22.3255813953
G. Hill | S. Hill | I. Mahinmi | C. Miles | D. West,IND,GSW,2,22,3.7,25.9459459459
R. Hibbert | S. Hill | C. Miles | D. Sloan | D. West,IND,MIL,1,2,8.5,11.2941176471
L. Allen | R. Hibbert | G. Hill | C. Miles | R. Stuckey,IND,OKC,4,12,2.3,41.7391304348
L. Allen | C. Copeland | R. Hibbert | S. Hill | D. Sloan,IND,WAS,11,5,7.0,13.7142857143
L. Allen | R. Hibbert | C. Miles | D. Sloan | R. Stuckey,IND,MIN,12,21,2.0,48.0
L. Allen | G. Hill | S. Hill | C. Miles | D. West,IND,NYK,4,8,4.0,24.0
C. Copeland | R. Hibbert | C. Miles | D. Rudez | D. Sloan,IND,MIL,11,4,0.4,240.0
L. Allen | R. Hibbert | A. Price | D. Rudez | D. Sloan,IND,MIA,11,12,2.0,48.0
L. Allen | C. Miles | D. Rudez | D. Sloan | R. Stuckey,IND,MEM,4,15,0.6,160.0
S. Hill | I. Mahinmi | C. Miles | L. Scola | R. Stuckey,IND,MEM,4,15,1.6,60.0
R. Hibbert | C. Miles | L. Scola | R. Stuckey | C. Watson,IND,BOS,1,9,4.8,20.0
S. Hill | C. Miles | L. Scola | C. Watson | D. West,IND,SAS,2,9,1.1,87.2727272727
L. Allen | C. Copeland | C. Miles | L. Scola | D. Sloan,IND,BOS,1,9,9.8,9.79591836735
L. Allen | C. Miles | D. Rudez | L. Scola | D. Sloan,IND,MIN,1,13,0.6,160.0
S. Hill | I. Mahinmi | D. Rudez | L. Scola | C. Watson,IND,POR,12,4,1.8,53.3333333333
L. Allen | C. Miles | D. Rudez | C. Watson | D. West,IND,LAC,12,10,2.7,35.5555555556
L. Allen | C. Miles | D. Rudez | L. Scola | D. Sloan,IND,DEN,12,20,1.1,87.2727272727
R. Hibbert | S. Hill | C. Miles | C. Watson | D. West,IND,MIA,12,31,0.1,960.0
R. Hibbert | G. Hill | S. Hill | C. Watson | D. West,IND,CHO,2,8,0.9,106.666666667
R. Hibbert | S. Hill | C. Miles | L. Scola | C. Watson,IND,SAS,2,9,1.3,73.8461538462
L. Allen | C. Copeland | S. Hill | C. Watson | D. West,IND,GSW,1,7,9.3,10.3225806452
P. George | R. Hibbert | G. Hill | C. Miles | D. West,IND,MEM,4,15,2.0,48.0
G. Hill | I. Mahinmi | L. Scola | R. Stuckey | C. Watson,IND,MIL,3,12,1.0,96.0
R. Hibbert | G. Hill | C. Miles | D. Rudez | L. Scola,IND,SAC,1,31,0.5,192.0
C. Copeland | R. Hibbert | S. Hill | L. Scola | D. Sloan,IND,CHI,11,15,18.6,5.16129032258
L. Allen | S. Hill | R. Stuckey | C. Watson | D. West,IND,LAC,12,17,4.5,21.3333333333
L. Allen | G. Hill | C. Miles | R. Stuckey | D. West,IND,NOP,12,23,0.5,192.0
R. Hibbert | S. Hill | L. Scola | R. Stuckey | C. Watson,IND,BRK,3,21,1.4,68.5714285714
I. Mahinmi | D. Rudez | R. Stuckey | C. Watson | D. West,IND,PHI,3,1,2.0,48.0
S. Hill | I. Mahinmi | D. Sloan | R. Stuckey | D. West,IND,ATL,1,21,1.8,53.3333333333
R. Hibbert | G. Hill | D. Rudez | L. Scola | R. Stuckey,IND,PHI,2,20,1.5,64.0
L. Allen | G. Hill | S. Hill | C. Miles | L. Scola,IND,DET,12,26,0.6,160.0
R. Hibbert | G. Hill | S. Hill | R. Stuckey | D. West,IND,MIA,12,31,12.4,7.74193548387
G. Hill | C. Miles | L. Scola | C. Watson | D. West,IND,CHI,3,6,0.9,106.666666667
L. Allen | S. Hill | C. Miles | R. Stuckey | D. West,IND,LAC,12,10,1.0,96.0
C. Copeland | R. Hibbert | S. Hill | D. Rudez | D. Sloan,IND,MIA,11,12,0.6,160.0
G. Hill | S. Hill | I. Mahinmi | R. Stuckey | D. West,IND,DET,4,10,2.0,48.0
G. Hill | I. Mahinmi | C. Miles | R. Stuckey | D. West,IND,OKC,4,12,0.8,120.0
L. Allen | C. Copeland | S. Hill | I. Mahinmi | D. Sloan,IND,MIA,11,12,1.9,50.5263157895
L. Allen | C. Copeland | I. Mahinmi | D. Rudez | D. Sloan,IND,BOS,11,7,1.6,60.0
S. Hill | I. Mahinmi | R. Stuckey | C. Watson | D. West,IND,TOR,1,27,1.7,56.4705882353
L. Allen | S. Hill | C. Miles | C. Watson | D. West,IND,TOR,12,12,1.4,68.5714285714
G. Hill | S. Hill | I. Mahinmi | C. Miles | D. West,IND,DAL,3,29,0.2,480.0
L. Allen | S. Hill | C. Miles | D. Sloan | D. West,IND,LAC,12,17,3.5,27.4285714286
L. Allen | C. Copeland | R. Hibbert | S. Hill | D. Rudez,IND,ATL,11,1,1.7,56.4705882353
P. George | G. Hill | I. Mahinmi | L. Scola | R. Stuckey,IND,WAS,4,14,2.3,41.7391304348
L. Allen | C. Copeland | C. Miles | L. Scola | D. Sloan,IND,CLE,11,29,0.3,320.0
L. Allen | C. Copeland | S. Hill | C. Miles | D. Sloan,IND,SAS,11,26,0.5,192.0
P. George | R. Hibbert | G. Hill | C. Miles | D. West,IND,WAS,4,14,2.8,34.2857142857
R. Hibbert | G. Hill | S. Hill | C. Watson | D. West,IND,ORL,1,25,0.8,120.0
S. Hill | I. Mahinmi | D. Rudez | L. Scola | C. Watson,IND,DET,2,4,1.3,73.8461538462
P. George | G. Hill | I. Mahinmi | C. Miles | R. Stuckey,IND,OKC,4,12,0.1,960.0
R. Hibbert | C. Miles | R. Stuckey | C. Watson | D. West,IND,UTA,1,5,0.7,137.142857143
L. Allen | S. Hill | R. Stuckey | C. Watson | D. West,IND,NOP,12,23,5.2,18.4615384615
D. Rudez | L. Scola | R. Stuckey | C. Watson | D. West,IND,NOP,2,11,3.4,28.2352941176
R. Hibbert | G. Hill | C. Miles | R. Stuckey | D. West,IND,NYK,4,8,0.9,106.666666667
R. Hibbert | S. Hill | C. Miles | L. Scola | C. Watson,IND,CLE,3,20,0.2,480.0
R. Hibbert | C. Miles | D. Rudez | L. Scola | R. Stuckey,IND,SAC,12,5,2.7,35.5555555556
R. Hibbert | G. Hill | S. Hill | L. Scola | R. Stuckey,IND,MEM,4,15,1.9,50.5263157895
G. Hill | C. Miles | D. Rudez | C. Watson | D. West,IND,SAC,1,31,0.1,960.0
G. Hill | D. Rudez | R. Stuckey | C. Watson | D. West,IND,MIA,1,23,0.2,480.0
L. Allen | S. Hill | I. Mahinmi | A. Price | R. Stuckey,IND,CHO,11,19,9.8,9.79591836735
L. Allen | G. Hill | L. Scola | R. Stuckey | C. Watson,IND,MIL,3,12,0.2,480.0
L. Allen | S. Hill | C. Miles | D. Sloan | R. Stuckey,IND,DAL,11,24,0.8,120.0
L. Allen | C. Copeland | S. Hill | L. Scola | D. Sloan,IND,GSW,1,7,0.9,53.3333333333
G. Hill | S. Hill | C. Miles | L. Scola | D. West,IND,WAS,3,25,0.0,inf
R. Hibbert | C. Miles | D. Rudez | L. Scola | C. Watson,IND,MIL,3,26,0.5,96.0
S. Hill | C. Miles | L. Scola | C. Watson | D. West,IND,BOS,1,9,0.2,240.0
I. Mahinmi | C. Miles | L. Scola | D. Sloan | R. Stuckey,IND,DET,4,10,2.5,19.2
R. Hibbert | C. Miles | R. Stuckey | C. Watson | D. West,IND,ATL,1,21,1.6,30.0
C. Copeland | S. Hill | A. Price | D. Rudez | L. Scola,IND,WAS,11,8,4.6,10.4347826087
I. Mahinmi | C. Miles | L. Scola | D. Sloan | R. Stuckey,IND,MIA,4,5,3.8,12.6315789474
G. Hill | S. Hill | L. Scola | C. Watson | D. West,IND,DET,12,26,3.3,14.5454545455
C. Copeland | R. Hibbert | C. Miles | L. Scola | D. Sloan,IND,ATL,11,1,3.6,13.3333333333
C. Copeland | C. Miles | D. Rudez | R. Stuckey | D. West,IND,POR,12,4,0.2,240.0
L. Allen | P. George | I. Mahinmi | D. Sloan | R. Stuckey,IND,OKC,4,12,2.7,17.7777777778
C. Copeland | R. Hibbert | S. Hill | A. Price | L. Scola,IND,UTA,11,10,2.4,20.0
R. Hibbert | G. Hill | S. Hill | C. Miles | L. Scola,IND,CHI,12,29,2.7,17.7777777778
C. Copeland | S. Hill | I. Mahinmi | C. Miles | D. Sloan,IND,SAS,11,26,1.4,34.2857142857
R. Hibbert | G. Hill | S. Hill | R. Stuckey | D. West,IND,MIA,1,23,5.5,8.72727272727
L. Allen | C. Copeland | S. Hill | L. Scola | D. Sloan,IND,UTA,1,5,1.9,25.2631578947
S. Hill | L. Scola | R. Stuckey | C. Watson | S. Whittington,IND,CHO,2,8,1.0,48.0
I. Mahinmi | C. Miles | L. Scola | D. Sloan | R. Stuckey,IND,CHO,1,17,0.1,480.0
L. Allen | C. Miles | D. Sloan | R. Stuckey | D. West,IND,DEN,12,20,3.6,13.3333333333
G. Hill | I. Mahinmi | C. Miles | L. Scola | R. Stuckey,IND,DET,4,10,2.4,20.0
L. Allen | C. Miles | D. Rudez | D. Sloan | D. West,IND,DEN,12,20,0.2,240.0
L. Allen | S. Hill | I. Mahinmi | D. Sloan | R. Stuckey,IND,PHO,11,22,1.0,48.0
L. Allen | S. Hill | C. Miles | C. Watson | D. West,IND,MIN,1,13,2.1,22.8571428571
L. Allen | G. Hill | S. Hill | R. Stuckey | D. West,IND,PHI,3,1,1.0,48.0
L. Allen | C. Copeland | S. Hill | I. Mahinmi | D. Sloan,IND,ATL,11,1,4.0,12.0
L. Allen | C. Miles | L. Scola | D. Sloan | R. Stuckey,IND,NYK,4,8,1.2,40.0
L. Allen | C. Copeland | S. Hill | D. Rudez | D. Sloan,IND,MIA,4,5,2.9,16.5517241379
C. Copeland | C. Miles | D. Rudez | C. Watson | D. West,IND,CHO,1,17,0.6,80.0
L. Allen | S. Hill | C. Miles | L. Scola | C. Watson,IND,ATL,12,8,3.6,13.3333333333
R. Hibbert | S. Hill | L. Scola | R. Stuckey | C. Watson,IND,TOR,12,12,3.3,14.5454545455
R. Hibbert | G. Hill | S. Hill | C. Miles | L. Scola,IND,DAL,3,29,1.6,30.0
R. Hibbert | S. Hill | C. Miles | L. Scola | C. Watson,IND,PHI,1,10,0.4,120.0
L. Allen | S. Hill | C. Miles | L. Scola | D. Sloan,IND,UTA,1,5,0.8,60.0
L. Allen | C. Copeland | R. Hibbert | A. Price | D. Rudez,IND,UTA,11,10,0.4,120.0
L. Allen | I. Mahinmi | C. Miles | D. Rudez | C. Watson,IND,MIL,3,26,3.8,12.6315789474
C. Copeland | S. Hill | L. Scola | D. Sloan | R. Stuckey,IND,SAS,11,26,0.5,96.0
S. Hill | I. Mahinmi | C. Miles | L. Scola | C. Watson,IND,PHO,12,2,1.9,25.2631578947
D. Rudez | L. Scola | R. Stuckey | C. Watson | S. Whittington,IND,CLE,2,6,3.0,16.0
G. Hill | I. Mahinmi | R. Stuckey | C. Watson | D. West,IND,DAL,3,29,2.5,19.2
G. Hill | S. Hill | C. Miles | R. Stuckey | D. West,IND,MIL,3,12,0.3,160.0
L. Allen | R. Hibbert | S. Hill | A. Price | D. Rudez,IND,MIA,11,12,4.0,12.0
R. Hibbert | G. Hill | C. Miles | R. Stuckey | D. West,IND,GSW,2,22,7.5,6.4
C. Copeland | S. Hill | I. Mahinmi | L. Scola | C. Watson,IND,MIA,1,23,1.4,34.2857142857
L. Allen | S. Hill | L. Scola | D. Sloan | R. Stuckey,IND,LAL,1,4,0.9,53.3333333333
S. Hill | I. Mahinmi | C. Miles | L. Scola | D. Sloan,IND,CLE,11,29,0.9,53.3333333333
R. Hibbert | G. Hill | S. Hill | D. Rudez | D. West,IND,HOU,3,23,5.3,9.05660377358
L. Allen | C. Copeland | R. Hibbert | S. Hill | D. Sloan,IND,WAS,11,8,0.1,480.0
R. Hibbert | G. Hill | S. Hill | R. Stuckey | D. West,IND,TOR,1,27,6.9,6.95652173913
L. Allen | C. Copeland | S. Hill | C. Watson | D. West,IND,TOR,12,12,0.2,240.0
L. Allen | C. Copeland | S. Hill | I. Mahinmi | D. Sloan,IND,WAS,11,5,4.6,10.4347826087
L. Allen | G. Hill | S. Hill | R. Stuckey | D. West,IND,NYK,3,4,5.0,9.6
I. Mahinmi | C. Miles | L. Scola | R. Stuckey | C. Watson,IND,ORL,11,28,0.0,inf
L. Allen | C. Copeland | D. Sloan | R. Stuckey | D. West,IND,POR,12,13,3.6,13.3333333333
