lineup,team,opponent,month,dayofmonth,minutes,points
A. Brooks | N. Mirotic | J. Noah | D. Rose | T. Snell,CHI,ORL,1,12,1.1,43.6363636364
A. Brooks | J. Butler | M. Dunleavy | P. Gasol | T. Gibson,CHI,BRK,12,30,2.2,21.8181818182
P. Gasol | D. McDermott | E. Moore | J. Noah | T. Snell,CHI,LAL,1,29,0.1,480.0
A. Brooks | J. Butler | T. Gibson | N. Mirotic | J. Noah,CHI,DET,4,3,0.7,68.5714285714
J. Butler | M. Dunleavy | P. Gasol | J. Noah | D. Rose,CHI,SAC,2,10,6.0,8.0
A. Brooks | M. Dunleavy | N. Mirotic | J. Noah | T. Snell,CHI,TOR,3,20,1.1,43.6363636364
M. Dunleavy | T. Gibson | K. Hinrich | J. Noah | T. Snell,CHI,MIA,4,9,0.9,53.3333333333
M. Dunleavy | T. Gibson | D. McDermott | N. Mirotic | D. Rose,CHI,NYK,10,29,1.5,32.0
A. Brooks | J. Butler | K. Hinrich | E. Moore | J. Noah,CHI,MEM,12,19,0.6,80.0
M. Dunleavy | K. Hinrich | N. Mirotic | J. Noah | T. Snell,CHI,TOR,3,25,5.5,8.72727272727
A. Brooks | T. Gibson | J. Noah | D. Rose | T. Snell,CHI,WAS,1,9,1.5,32.0
A. Brooks | T. Gibson | N. Mirotic | E. Moore | T. Snell,CHI,NOP,12,27,3.8,12.6315789474
P. Gasol | N. Mirotic | E. Moore | J. Noah | T. Snell,CHI,WAS,3,3,0.2,240.0
A. Brooks | P. Gasol | T. Gibson | K. Hinrich | T. Snell,CHI,LAL,1,29,1.4,34.2857142857
A. Brooks | J. Butler | M. Dunleavy | P. Gasol | T. Gibson,CHI,ORL,11,4,2.0,24.0
A. Brooks | T. Gibson | K. Hinrich | N. Mirotic | T. Snell,CHI,SAS,1,22,1.8,26.6666666667
A. Brooks | P. Gasol | K. Hinrich | N. Mirotic | T. Snell,CHI,CHO,3,23,5.0,9.6
A. Brooks | K. Hinrich | D. McDermott | N. Mirotic | J. Noah,CHI,SAC,11,20,1.7,28.2352941176
A. Brooks | J. Butler | P. Gasol | T. Gibson | E. Moore,CHI,BRK,12,30,2.1,22.8571428571
M. Dunleavy | P. Gasol | K. Hinrich | N. Mirotic | E. Moore,CHI,OKC,3,5,1.6,30.0
J. Butler | P. Gasol | T. Gibson | K. Hinrich | N. Mirotic,CHI,NYK,3,28,2.3,20.8695652174
A. Brooks | J. Butler | N. Mirotic | J. Noah | D. Rose,CHI,NOP,12,27,1.3,36.9230769231
J. Butler | M. Dunleavy | P. Gasol | T. Gibson | D. Rose,CHI,BRK,12,10,14.2,3.38028169014
A. Brooks | T. Gibson | K. Hinrich | N. Mirotic | E. Moore,CHI,BOS,1,16,1.2,40.0
A. Brooks | M. Dunleavy | P. Gasol | J. Noah | T. Snell,CHI,TOR,3,20,11.4,4.21052631579
J. Butler | M. Dunleavy | P. Gasol | N. Mirotic | D. Rose,CHI,POR,12,12,0.2,240.0
A. Brooks | J. Butler | N. Mirotic | J. Noah | D. Rose,CHI,LAL,12,25,1.7,28.2352941176
A. Brooks | M. Dunleavy | N. Mirotic | J. Noah | T. Snell,CHI,WAS,3,3,4.1,11.7073170732
A. Brooks | J. Butler | T. Gibson | K. Hinrich | J. Noah,CHI,DET,2,20,2.3,20.8695652174
A. Brooks | J. Butler | T. Gibson | K. Hinrich | N. Mirotic,CHI,UTA,1,7,2.8,17.1428571429
A. Brooks | J. Butler | P. Gasol | T. Gibson | N. Mirotic,CHI,PHI,4,11,1.3,36.9230769231
J. Butler | P. Gasol | T. Gibson | D. Rose | T. Snell,CHI,LAL,1,29,2.4,20.0
J. Butler | T. Gibson | K. Hinrich | N. Mirotic | D. Rose,CHI,POR,12,12,0.5,96.0
A. Brooks | M. Dunleavy | P. Gasol | K. Hinrich | N. Mirotic,CHI,TOR,3,20,2.5,19.2
A. Brooks | J. Butler | P. Gasol | T. Gibson | T. Snell,CHI,ORL,1,12,0.6,80.0
A. Brooks | M. Dunleavy | P. Gasol | K. Hinrich | N. Mirotic,CHI,ATL,12,15,1.9,25.2631578947
J. Butler | M. Dunleavy | P. Gasol | N. Mirotic | D. Rose,CHI,ATL,4,15,2.4,20.0
A. Brooks | M. Dunleavy | T. Gibson | N. Mirotic | T. Snell,CHI,ATL,4,15,4.1,11.7073170732
A. Brooks | P. Gasol | K. Hinrich | N. Mirotic | E. Moore,CHI,TOR,3,20,2.3,20.8695652174
A. Brooks | J. Butler | T. Gibson | J. Noah | D. Rose,CHI,WAS,1,9,0.7,68.5714285714
J. Butler | P. Gasol | E. Moore | J. Noah | T. Snell,CHI,PHO,1,30,0.3,160.0
A. Brooks | M. Dunleavy | P. Gasol | N. Mirotic | T. Snell,CHI,MEM,3,9,1.9,25.2631578947
J. Butler | M. Dunleavy | P. Gasol | T. Gibson | D. Rose,CHI,LAL,12,25,0.0,
M. Dunleavy | K. Hinrich | N. Mirotic | E. Moore | T. Snell,CHI,LAC,3,1,0.0,
A. Brooks | M. Dunleavy | N. Mohammed | J. Noah | T. Snell,CHI,SAC,11,20,0.0,
T. Gibson | N. Mirotic | E. Moore | J. Noah | T. Snell,CHI,BRK,12,30,1.8,0.0
T. Gibson | K. Hinrich | J. Noah | D. Rose | T. Snell,CHI,LAL,1,29,0.0,
A. Brooks | J. Butler | N. Mirotic | N. Mohammed | T. Snell,CHI,POR,11,21,0.0,
A. Brooks | P. Gasol | D. McDermott | N. Mirotic | T. Snell,CHI,BRK,11,30,0.0,
T. Gibson | K. Hinrich | J. Noah | D. Rose | T. Snell,CHI,NOP,2,7,0.0,
C. Bairstow | A. Brooks | N. Mirotic | E. Moore | T. Snell,CHI,UTA,1,7,0.8,0.0
J. Butler | M. Dunleavy | P. Gasol | N. Mirotic | D. Rose,CHI,BRK,4,13,0.0,
J. Butler | M. Dunleavy | P. Gasol | T. Gibson | D. Rose,CHI,PHO,2,21,1.6,0.0
T. Gibson | K. Hinrich | D. McDermott | N. Mohammed | T. Snell,CHI,TOR,3,20,0.0,
P. Gasol | T. Gibson | D. McDermott | J. Noah | T. Snell,CHI,BOS,11,8,0.0,
A. Brooks | M. Dunleavy | P. Gasol | K. Hinrich | T. Snell,CHI,DET,3,21,0.0,
J. Butler | M. Dunleavy | P. Gasol | K. Hinrich | J. Noah,CHI,GSW,12,6,0.0,
A. Brooks | P. Gasol | T. Gibson | K. Hinrich | J. Noah,CHI,ORL,1,12,0.0,
A. Brooks | J. Butler | P. Gasol | T. Gibson | K. Hinrich,CHI,POR,12,12,0.8,0.0
M. Dunleavy | P. Gasol | N. Mirotic | D. Rose | T. Snell,CHI,BRK,4,13,0.3,0.0
J. Butler | T. Gibson | N. Mirotic | J. Noah | D. Rose,CHI,DET,2,20,2.1,0.0
C. Bairstow | A. Brooks | D. McDermott | N. Mirotic | T. Snell,CHI,IND,3,18,0.0,
J. Butler | T. Gibson | K. Hinrich | D. McDermott | N. Mirotic,CHI,PHI,11,7,0.0,
A. Brooks | M. Dunleavy | T. Gibson | K. Hinrich | N. Mirotic,CHI,DET,3,21,0.0,
J. Butler | P. Gasol | K. Hinrich | N. Mirotic | J. Noah,CHI,LAL,1,29,0.0,
N. Mirotic | N. Mohammed | E. Moore | J. Noah | T. Snell,CHI,POR,11,21,0.0,
A. Brooks | J. Butler | M. Dunleavy | P. Gasol | N. Mirotic,CHI,MIL,4,1,1.1,0.0
A. Brooks | M. Dunleavy | P. Gasol | N. Mirotic | J. Noah,CHI,IND,3,18,0.0,
A. Brooks | M. Dunleavy | P. Gasol | T. Gibson | T. Snell,CHI,ATL,4,15,0.0,
A. Brooks | M. Dunleavy | P. Gasol | K. Hinrich | N. Mirotic,CHI,MEM,12,19,1.2,0.0
P. Gasol | K. Hinrich | D. McDermott | J. Noah | T. Snell,CHI,BOS,11,8,0.0,
J. Butler | M. Dunleavy | K. Hinrich | J. Noah | T. Snell,CHI,LAC,3,1,0.1,0.0
A. Brooks | J. Butler | P. Gasol | J. Noah | D. Rose,CHI,MIA,1,25,0.0,
A. Brooks | P. Gasol | K. Hinrich | N. Mirotic | T. Snell,CHI,NYK,3,28,0.0,
T. Gibson | K. Hinrich | N. Mirotic | D. Rose | T. Snell,CHI,CLE,1,19,0.0,
M. Dunleavy | T. Gibson | J. Noah | D. Rose | T. Snell,CHI,BRK,12,30,0.3,0.0
M. Dunleavy | K. Hinrich | N. Mirotic | J. Noah | T. Snell,CHI,OKC,3,5,0.0,
T. Gibson | D. McDermott | N. Mirotic | J. Noah | D. Rose,CHI,CLE,10,31,0.0,
A. Brooks | T. Gibson | N. Mirotic | J. Noah | T. Snell,CHI,PHO,1,30,0.0,
J. Butler | P. Gasol | K. Hinrich | J. Noah | D. Rose,CHI,CHO,12,3,4.2,0.0
A. Brooks | J. Butler | T. Gibson | N. Mirotic | D. Rose,CHI,ORL,4,8,0.0,
J. Butler | T. Gibson | J. Noah | D. Rose | T. Snell,CHI,ORL,2,8,1.0,0.0
A. Brooks | P. Gasol | T. Gibson | N. Mirotic | T. Snell,CHI,PHI,4,11,0.0,
C. Bairstow | T. Gibson | D. McDermott | N. Mohammed | T. Snell,CHI,SAC,2,10,0.0,
J. Butler | T. Gibson | E. Moore | J. Noah | D. Rose,CHI,IND,12,29,0.0,
C. Bairstow | A. Brooks | D. McDermott | N. Mohammed | T. Snell,CHI,BRK,4,13,0.0,
A. Brooks | J. Butler | N. Mirotic | D. Rose | T. Snell,CHI,MIL,2,23,0.0,
A. Brooks | T. Gibson | N. Mirotic | E. Moore | D. Rose,CHI,BOS,1,16,0.0,
A. Brooks | T. Gibson | N. Mirotic | E. Moore | D. Rose,CHI,GSW,1,27,0.0,
J. Butler | P. Gasol | K. Hinrich | N. Mirotic | D. Rose,CHI,DEN,1,1,0.0,
M. Dunleavy | P. Gasol | T. Gibson | D. Rose | T. Snell,CHI,MIA,4,9,0.0,
J. Butler | P. Gasol | T. Gibson | J. Noah | D. Rose,CHI,IND,12,29,0.0,
A. Brooks | M. Dunleavy | P. Gasol | N. Mirotic | T. Snell,CHI,OKC,3,15,0.0,
A. Brooks | M. Dunleavy | P. Gasol | J. Noah | T. Snell,CHI,NYK,12,18,0.0,
A. Brooks | P. Gasol | T. Gibson | N. Mirotic | D. Rose,CHI,CLE,2,12,0.0,
M. Dunleavy | P. Gasol | K. Hinrich | N. Mohammed | T. Snell,CHI,MEM,3,9,0.0,
J. Butler | P. Gasol | T. Gibson | K. Hinrich | D. McDermott,CHI,DET,11,10,0.2,0.0
A. Brooks | T. Gibson | N. Mirotic | D. Rose | T. Snell,CHI,SAC,2,10,0.0,
M. Dunleavy | K. Hinrich | N. Mirotic | E. Moore | J. Noah,CHI,CHO,3,13,0.4,0.0
J. Butler | T. Gibson | N. Mirotic | J. Noah | D. Rose,CHI,PHI,4,11,0.0,
T. Gibson | D. McDermott | N. Mirotic | D. Rose | T. Snell,CHI,NYK,10,29,0.0,
A. Brooks | J. Butler | M. Dunleavy | K. Hinrich | N. Mirotic,CHI,ATL,12,15,0.2,0.0
A. Brooks | P. Gasol | T. Gibson | K. Hinrich | D. McDermott,CHI,MIL,11,5,0.0,
J. Butler | M. Dunleavy | P. Gasol | T. Gibson | D. Rose,CHI,WAS,12,23,0.0,
K. Hinrich | N. Mirotic | N. Mohammed | E. Moore | T. Snell,CHI,MIN,2,27,0.4,0.0
A. Brooks | J. Butler | M. Dunleavy | P. Gasol | K. Hinrich,CHI,IND,11,15,0.0,
J. Butler | M. Dunleavy | P. Gasol | T. Gibson | K. Hinrich,CHI,TOR,3,25,0.0,
A. Brooks | M. Dunleavy | P. Gasol | N. Mirotic | E. Moore,CHI,IND,3,6,1.4,0.0
T. Gibson | K. Hinrich | D. McDermott | J. Noah | T. Snell,CHI,CLE,10,31,0.0,
A. Brooks | J. Butler | M. Dunleavy | P. Gasol | N. Mirotic,CHI,CLE,4,5,2.9,0.0
A. Brooks | P. Gasol | T. Gibson | K. Hinrich | D. Rose,CHI,MIA,12,14,0.0,
J. Butler | N. Mirotic | N. Mohammed | E. Moore | T. Snell,CHI,ATL,4,15,0.0,
J. Butler | P. Gasol | T. Gibson | E. Moore | D. Rose,CHI,ATL,1,17,3.8,0.0
J. Butler | P. Gasol | T. Gibson | E. Moore | T. Snell,CHI,ORL,11,4,0.1,0.0
J. Butler | M. Dunleavy | P. Gasol | K. Hinrich | N. Mirotic,CHI,MEM,12,19,0.1,0.0
J. Butler | M. Dunleavy | P. Gasol | K. Hinrich | J. Noah,CHI,LAC,3,1,0.0,
A. Brooks | T. Gibson | N. Mirotic | J. Noah | D. Rose,CHI,GSW,1,27,3.8,0.0
A. Brooks | J. Butler | K. Hinrich | N. Mirotic | J. Noah,CHI,SAC,11,20,2.7,0.0
J. Butler | P. Gasol | K. Hinrich | E. Moore | J. Noah,CHI,MIL,4,1,0.0,
J. Butler | T. Gibson | N. Mirotic | E. Moore | J. Noah,CHI,BRK,12,30,2.9,0.0
A. Brooks | T. Gibson | N. Mirotic | J. Noah | D. Rose,CHI,PHO,1,30,0.0,
A. Brooks | J. Butler | M. Dunleavy | P. Gasol | N. Mirotic,CHI,CHO,12,3,0.0,
J. Butler | M. Dunleavy | P. Gasol | K. Hinrich | N. Mirotic,CHI,ORL,4,8,0.0,
A. Brooks | J. Butler | T. Gibson | D. Rose | T. Snell,CHI,UTA,1,7,0.0,
A. Brooks | D. McDermott | N. Mirotic | N. Mohammed | T. Snell,CHI,PHI,3,11,0.0,
A. Brooks | T. Gibson | K. Hinrich | N. Mirotic | E. Moore,CHI,WAS,1,14,1.1,0.0
A. Brooks | T. Gibson | D. McDermott | N. Mohammed | E. Moore,CHI,DET,3,21,0.1,0.0
J. Butler | P. Gasol | K. Hinrich | J. Noah | D. Rose,CHI,MIA,1,25,6.1,0.0
A. Brooks | D. McDermott | N. Mirotic | N. Mohammed | T. Snell,CHI,SAC,11,20,0.0,
J. Butler | P. Gasol | T. Gibson | D. Rose | T. Snell,CHI,ORL,1,12,0.0,
A. Brooks | T. Gibson | N. Mirotic | E. Moore | T. Snell,CHI,NOP,2,7,3.9,0.0
J. Butler | P. Gasol | K. Hinrich | D. Rose | T. Snell,CHI,BRK,12,10,0.0,
A. Brooks | P. Gasol | T. Gibson | K. Hinrich | N. Mirotic,CHI,MIA,4,9,0.5,0.0
A. Brooks | J. Butler | T. Gibson | N. Mirotic | E. Moore,CHI,IND,12,29,5.3,0.0
J. Butler | M. Dunleavy | N. Mirotic | E. Moore | J. Noah,CHI,MEM,12,19,0.0,
A. Brooks | J. Butler | P. Gasol | T. Gibson | K. Hinrich,CHI,BOS,11,8,1.5,0.0
P. Gasol | T. Gibson | K. Hinrich | D. Rose | T. Snell,CHI,GSW,1,27,1.2,0.0
A. Brooks | J. Butler | T. Gibson | K. Hinrich | N. Mirotic,CHI,DEN,1,1,0.3,0.0
A. Brooks | P. Gasol | N. Mirotic | E. Moore | T. Snell,CHI,SAS,3,8,3.7,0.0
K. Hinrich | D. McDermott | N. Mirotic | J. Noah | T. Snell,CHI,MEM,3,9,0.4,0.0
T. Gibson | K. Hinrich | D. McDermott | J. Noah | D. Rose,CHI,TOR,11,13,0.8,0.0
J. Butler | M. Dunleavy | P. Gasol | K. Hinrich | D. Rose,CHI,GSW,12,6,0.0,
P. Gasol | T. Gibson | K. Hinrich | N. Mirotic | T. Snell,CHI,MIA,4,9,0.0,
A. Brooks | P. Gasol | D. McDermott | D. Rose | T. Snell,CHI,CLE,10,31,0.0,
A. Brooks | M. Dunleavy | P. Gasol | N. Mirotic | E. Moore,CHI,IND,3,18,0.0,
J. Butler | M. Dunleavy | P. Gasol | K. Hinrich | D. Rose,CHI,ATL,12,15,0.0,
J. Butler | P. Gasol | T. Gibson | K. Hinrich | T. Snell,CHI,DAL,1,23,6.5,0.0
A. Brooks | J. Butler | T. Gibson | D. McDermott | N. Mirotic,CHI,IND,11,15,1.7,0.0
A. Brooks | T. Gibson | K. Hinrich | J. Noah | T. Snell,CHI,ORL,1,12,2.3,0.0
A. Brooks | T. Gibson | K. Hinrich | N. Mirotic | T. Snell,CHI,WAS,1,14,6.5,0.0
A. Brooks | K. Hinrich | N. Mirotic | J. Noah | T. Snell,CHI,DAL,12,2,0.3,0.0
A. Brooks | T. Gibson | K. Hinrich | N. Mirotic | D. Rose,CHI,MIA,12,14,0.0,
A. Brooks | P. Gasol | N. Mirotic | E. Moore | T. Snell,CHI,ATL,4,15,3.1,0.0
A. Brooks | N. Mirotic | N. Mohammed | E. Moore | T. Snell,CHI,MIL,2,23,0.0,
T. Gibson | K. Hinrich | N. Mirotic | J. Noah | T. Snell,CHI,TOR,3,20,0.0,
A. Brooks | J. Butler | T. Gibson | J. Noah | T. Snell,CHI,MIN,2,27,2.1,0.0
A. Brooks | J. Butler | T. Gibson | D. McDermott | N. Mirotic,CHI,DET,11,10,0.0,
C. Bairstow | A. Brooks | P. Gasol | J. Noah | D. Rose,CHI,WAS,1,9,0.0,
J. Butler | T. Gibson | K. Hinrich | N. Mirotic | T. Snell,CHI,MIL,4,1,3.9,0.0
J. Butler | P. Gasol | D. McDermott | N. Mirotic | D. Rose,CHI,BOS,11,28,1.3,0.0
J. Butler | P. Gasol | K. Hinrich | N. Mirotic | T. Snell,CHI,ORL,4,8,0.0,
J. Butler | M. Dunleavy | P. Gasol | N. Mirotic | E. Moore,CHI,MEM,12,19,0.0,
A. Brooks | J. Butler | M. Dunleavy | P. Gasol | K. Hinrich,CHI,BOS,11,8,0.1,0.0
A. Brooks | M. Dunleavy | P. Gasol | K. Hinrich | N. Mirotic,CHI,CHO,3,23,1.8,0.0
C. Bairstow | A. Brooks | P. Gasol | E. Moore | T. Snell,CHI,WAS,1,9,0.4,0.0
M. Dunleavy | T. Gibson | K. Hinrich | J. Noah | D. Rose,CHI,CLE,10,31,3.9,0.0
A. Brooks | J. Butler | T. Gibson | J. Noah | T. Snell,CHI,DET,4,3,0.0,
T. Gibson | K. Hinrich | E. Moore | D. Rose | T. Snell,CHI,BOS,1,3,0.0,
T. Gibson | K. Hinrich | D. McDermott | N. Mirotic | D. Rose,CHI,MIL,11,5,0.0,
J. Butler | M. Dunleavy | P. Gasol | K. Hinrich | N. Mirotic,CHI,CHO,12,3,5.4,0.0
J. Butler | P. Gasol | K. Hinrich | J. Noah | D. Rose,CHI,UTA,1,7,14.4,0.0
A. Brooks | J. Butler | T. Gibson | J. Noah | T. Snell,CHI,IND,11,15,0.2,0.0
A. Brooks | M. Dunleavy | P. Gasol | K. Hinrich | N. Mirotic,CHI,IND,3,18,1.4,0.0
J. Butler | M. Dunleavy | P. Gasol | N. Mirotic | E. Moore,CHI,ATL,4,15,0.0,
A. Brooks | T. Gibson | N. Mirotic | D. Rose | T. Snell,CHI,NOP,12,27,0.4,0.0
A. Brooks | T. Gibson | K. Hinrich | N. Mirotic | T. Snell,CHI,LAL,1,29,3.6,0.0
J. Butler | K. Hinrich | N. Mirotic | J. Noah | T. Snell,CHI,MIL,4,1,0.0,
J. Butler | M. Dunleavy | P. Gasol | K. Hinrich | J. Noah,CHI,ORL,4,8,0.0,
A. Brooks | J. Butler | P. Gasol | T. Gibson | K. Hinrich,CHI,NOP,2,7,0.0,
A. Brooks | J. Butler | P. Gasol | T. Gibson | K. Hinrich,CHI,UTA,1,7,0.0,
P. Gasol | K. Hinrich | J. Noah | D. Rose | T. Snell,CHI,GSW,12,6,0.0,
P. Gasol | D. McDermott | N. Mirotic | D. Rose | T. Snell,CHI,UTA,11,24,0.0,
A. Brooks | P. Gasol | K. Hinrich | D. McDermott | N. Mirotic,CHI,MIN,11,1,0.0,
A. Brooks | P. Gasol | T. Gibson | K. Hinrich | E. Moore,CHI,DET,3,21,0.0,
M. Dunleavy | P. Gasol | N. Mirotic | E. Moore | T. Snell,CHI,LAC,3,1,0.0,
A. Brooks | P. Gasol | K. Hinrich | N. Mirotic | E. Moore,CHI,MEM,3,9,0.0,
P. Gasol | T. Gibson | D. McDermott | D. Rose | T. Snell,CHI,SAC,2,10,0.0,
J. Butler | P. Gasol | K. Hinrich | D. Rose | T. Snell,CHI,DET,2,20,0.0,
A. Brooks | M. Dunleavy | K. Hinrich | N. Mirotic | E. Moore,CHI,IND,3,18,0.0,
T. Gibson | D. McDermott | N. Mirotic | D. Rose | T. Snell,CHI,CLE,2,12,0.0,
J. Butler | P. Gasol | T. Gibson | K. Hinrich | D. McDermott,CHI,MIL,11,5,0.0,
J. Butler | N. Mirotic | E. Moore | J. Noah | T. Snell,CHI,MIN,2,27,0.0,
J. Butler | M. Dunleavy | P. Gasol | T. Gibson | K. Hinrich,CHI,IND,11,15,0.0,
J. Butler | T. Gibson | E. Moore | J. Noah | D. Rose,CHI,NOP,12,27,2.8,0.0
A. Brooks | P. Gasol | T. Gibson | N. Mirotic | D. Rose,CHI,GSW,1,27,0.0,
A. Brooks | T. Gibson | D. McDermott | J. Noah | T. Snell,CHI,CLE,10,31,0.2,0.0
A. Brooks | J. Butler | K. Hinrich | N. Mirotic | J. Noah,CHI,BOS,11,28,7.8,0.0
J. Butler | M. Dunleavy | N. Mirotic | E. Moore | T. Snell,CHI,CLE,4,5,0.0,
A. Brooks | M. Dunleavy | P. Gasol | K. Hinrich | J. Noah,CHI,NYK,10,29,0.0,
A. Brooks | J. Butler | M. Dunleavy | K. Hinrich | N. Mirotic,CHI,DAL,12,2,0.0,
A. Brooks | T. Gibson | N. Mirotic | E. Moore | D. Rose,CHI,ATL,1,17,0.0,
A. Brooks | P. Gasol | K. Hinrich | N. Mirotic | T. Snell,CHI,ORL,11,4,0.0,
C. Bairstow | A. Brooks | D. McDermott | N. Mirotic | T. Snell,CHI,SAS,1,22,0.0,
A. Brooks | J. Butler | T. Gibson | E. Moore | J. Noah,CHI,WAS,1,9,0.0,
C. Bairstow | A. Brooks | P. Gasol | E. Moore | D. Rose,CHI,LAL,12,25,0.0,
A. Brooks | M. Dunleavy | T. Gibson | K. Hinrich | N. Mirotic,CHI,SAC,11,20,0.0,
C. Bairstow | A. Brooks | J. Butler | P. Gasol | T. Snell,CHI,CLE,1,19,0.0,
J. Butler | T. Gibson | N. Mirotic | N. Mohammed | E. Moore,CHI,BRK,12,30,0.0,
J. Butler | M. Dunleavy | P. Gasol | N. Mirotic | D. Rose,CHI,CHO,12,3,5.8,0.0
A. Brooks | J. Butler | P. Gasol | J. Noah | T. Snell,CHI,ORL,4,8,0.0,
T. Gibson | N. Mirotic | J. Noah | D. Rose | T. Snell,CHI,ORL,2,8,0.0,
P. Gasol | K. Hinrich | N. Mirotic | E. Moore | T. Snell,CHI,PHI,3,11,0.1,0.0
J. Butler | K. Hinrich | E. Moore | D. Rose | T. Snell,CHI,BRK,12,10,0.0,
A. Brooks | N. Mirotic | J. Noah | D. Rose | T. Snell,CHI,PHI,4,11,0.0,
A. Brooks | T. Gibson | K. Hinrich | N. Mohammed | E. Moore,CHI,DET,3,21,0.0,
J. Butler | P. Gasol | N. Mirotic | D. Rose | T. Snell,CHI,WAS,1,9,0.0,
A. Brooks | J. Butler | P. Gasol | K. Hinrich | N. Mirotic,CHI,LAC,3,1,0.0,
A. Brooks | P. Gasol | K. Hinrich | N. Mirotic | T. Snell,CHI,PHI,3,11,0.4,0.0
J. Butler | T. Gibson | J. Noah | D. Rose | T. Snell,CHI,PHI,4,11,1.0,0.0
A. Brooks | J. Butler | P. Gasol | D. Rose | T. Snell,CHI,SAC,2,10,0.0,
A. Brooks | J. Butler | K. Hinrich | D. McDermott | N. Mirotic,CHI,DEN,11,25,0.0,
J. Butler | P. Gasol | T. Gibson | N. Mirotic | D. Rose,CHI,PHO,2,21,1.3,0.0
A. Brooks | J. Butler | P. Gasol | T. Gibson | K. Hinrich,CHI,BOS,1,16,2.4,0.0
A. Brooks | K. Hinrich | N. Mirotic | E. Moore | J. Noah,CHI,TOR,3,20,0.0,
J. Butler | P. Gasol | T. Gibson | N. Mirotic | T. Snell,CHI,CHO,2,25,0.0,
T. Gibson | N. Mirotic | E. Moore | J. Noah | T. Snell,CHI,MIL,4,1,0.0,
J. Butler | P. Gasol | K. Hinrich | J. Noah | D. Rose,CHI,DEN,1,1,4.4,0.0
A. Brooks | J. Butler | K. Hinrich | J. Noah | T. Snell,CHI,ORL,4,8,0.0,
T. Gibson | K. Hinrich | D. McDermott | N. Mirotic | D. Rose,CHI,TOR,11,13,0.0,
C. Bairstow | T. Gibson | D. McDermott | D. Rose | T. Snell,CHI,SAC,2,10,0.0,
J. Butler | T. Gibson | N. Mirotic | D. Rose | T. Snell,CHI,BRK,4,13,0.0,
J. Butler | T. Gibson | N. Mirotic | D. Rose | T. Snell,CHI,WAS,1,14,0.0,
A. Brooks | M. Dunleavy | T. Gibson | N. Mirotic | D. Rose,CHI,ATL,12,15,0.0,
A. Brooks | P. Gasol | N. Mirotic | J. Noah | T. Snell,CHI,DET,3,21,0.0,
A. Brooks | J. Butler | P. Gasol | T. Gibson | K. Hinrich,CHI,DAL,1,23,0.1,0.0
A. Brooks | J. Butler | M. Dunleavy | N. Mirotic | J. Noah,CHI,TOR,3,25,1.7,0.0
A. Brooks | J. Butler | P. Gasol | K. Hinrich | J. Noah,CHI,ORL,1,12,0.0,
J. Butler | P. Gasol | T. Gibson | K. Hinrich | N. Mirotic,CHI,LAL,1,29,0.0,
A. Brooks | P. Gasol | T. Gibson | K. Hinrich | T. Snell,CHI,MIA,4,9,0.0,
A. Brooks | J. Butler | P. Gasol | J. Noah | T. Snell,CHI,ORL,2,8,0.1,0.0
A. Brooks | P. Gasol | K. Hinrich | N. Mirotic | J. Noah,CHI,MIL,1,10,0.3,0.0
A. Brooks | T. Gibson | K. Hinrich | N. Mirotic | D. Rose,CHI,BRK,12,10,0.0,
J. Butler | P. Gasol | T. Gibson | K. Hinrich | D. Rose,CHI,WAS,1,14,0.4,0.0
A. Brooks | M. Dunleavy | P. Gasol | N. Mirotic | D. Rose,CHI,DAL,12,2,0.0,
A. Brooks | T. Gibson | N. Mirotic | J. Noah | D. Rose,CHI,CLE,2,12,2.6,0.0
A. Brooks | J. Butler | M. Dunleavy | N. Mirotic | J. Noah,CHI,MIN,2,27,7.5,0.0
A. Brooks | J. Butler | N. Mirotic | J. Noah | T. Snell,CHI,TOR,3,25,1.1,0.0
A. Brooks | P. Gasol | T. Gibson | N. Mirotic | T. Snell,CHI,MIL,4,1,0.0,
J. Butler | M. Dunleavy | P. Gasol | T. Gibson | D. Rose,CHI,BRK,12,30,0.0,
M. Dunleavy | P. Gasol | T. Gibson | D. McDermott | D. Rose,CHI,CLE,10,31,0.0,
A. Brooks | J. Butler | T. Gibson | N. Mirotic | J. Noah,CHI,HOU,2,4,0.1,0.0
P. Gasol | T. Gibson | K. Hinrich | N. Mirotic | E. Moore,CHI,BOS,1,3,0.0,
M. Dunleavy | K. Hinrich | N. Mirotic | N. Mohammed | T. Snell,CHI,MEM,3,9,2.3,0.0
J. Butler | P. Gasol | K. Hinrich | D. McDermott | J. Noah,CHI,PHI,11,7,0.0,
T. Gibson | N. Mirotic | E. Moore | D. Rose | T. Snell,CHI,WAS,1,9,0.0,
J. Butler | N. Mirotic | E. Moore | J. Noah | D. Rose,CHI,LAL,12,25,0.0,
A. Brooks | J. Butler | P. Gasol | T. Gibson | N. Mirotic,CHI,MIA,1,25,0.0,
T. Gibson | K. Hinrich | D. McDermott | J. Noah | D. Rose,CHI,CLE,10,31,0.0,
P. Gasol | T. Gibson | N. Mirotic | E. Moore | D. Rose,CHI,BOS,1,3,0.0,
J. Butler | M. Dunleavy | P. Gasol | T. Gibson | K. Hinrich,CHI,MIL,11,5,1.4,0.0
A. Brooks | J. Butler | T. Gibson | N. Mirotic | J. Noah,CHI,UTA,1,7,0.7,0.0
